code,scheme_name,funding_commencement_year,grant_status,funding_at_announcement,funding_current,administering_organisation,for_primary_codes,for_primary_names,for_all_codes,for_all_names,fellowship_holders,fellowship_holders_orcids,lead_ci_orcid,lead_ci_citations_openalex_through_award_year,lead_ci_openalex_author_id,lead_ci_citation_source
DE240100719,Discovery Early Career Researcher Award,2024,Active,449308,490951.0,The University of Melbourne,4704,Linguistics,4704; 470401; 470405; 470411,Linguistics; Applied Linguistics and Educational Linguistics; Discourse and Pragmatics; Sociolinguistics,Dr Maria Karidakis,0000-0002-1600-0027,0000-0002-1600-0027,259,https://openalex.org/A5004187602,openalex_counts_by_year
DE240100722,Discovery Early Career Researcher Award,2024,Active,362245,395364.0,The University of Queensland,4004,Chemical Engineering,4004; 400403; 401102,Chemical Engineering; Chemical Engineering Design; Environmentally Sustainable Engineering,Dr Ngoc NGUYEN,0000-0002-0999-1176,0000-0002-0999-1176,1487,https://openalex.org/A5101632999,openalex_counts_by_year
DE240100730,Discovery Early Career Researcher Award,2024,Active,455000,496812.0,The University of Melbourne,4608,Human-Centred Computing,4608; 460806,Human-Centred Computing; Human-Computer Interaction,Dr Melissa Rogerson,0000-0002-9851-6608,0000-0002-9851-6608,647,https://openalex.org/A5011855804,openalex_counts_by_year
DE240100743,Discovery Early Career Researcher Award,2024,Active,423067,462306.0,RMIT University,4016,Materials Engineering,340301; 4016; 401605,Inorganic Materials (Incl. Nanomaterials); Materials Engineering; Functional Materials,Dr Ali Zavabeti,0000-0002-5860-8938,0000-0002-5860-8938,9091,https://openalex.org/A5014874162,openalex_counts_by_year
DE240100755,Discovery Early Career Researcher Award,2024,Active,430788,470137.0,The University of Melbourne,4901,Applied Mathematics,401207; 4901; 490109,Fundamental and Theoretical Fluid Dynamics; Applied Mathematics; Theoretical and Applied Mechanics,Dr Edward Hinton,0000-0002-2204-1204,0000-0002-2204-1204,272,https://openalex.org/A5060654546,openalex_counts_by_year
DE240100756,Discovery Early Career Researcher Award,2024,Active,398945,436878.0,The University of Adelaide,4104,Environmental Management,4104; 410402; 410404; 410604,Environmental Management; Environmental Assessment and Monitoring; Environmental Management; Soil Chemistry and Soil Carbon Sequestration (Excl. Carbon Sequestration Science),Dr Shervin Kabiri,0000-0002-2269-6075,0000-0002-2269-6075,3390,https://openalex.org/A5049754470,openalex_counts_by_year
DE240100780,Discovery Early Career Researcher Award,2024,Active,455237,497209.0,University of Wollongong,3101,Biochemistry and Cell Biology,3101; 310106; 310112; 340403,Biochemistry and Cell Biology; Enzymes; Structural Biology (Incl. MacRomolecular Modelling); Characterisation of Biological MacRomolecules,Dr Jacob Lewis,0000-0002-9945-6133,0000-0002-9945-6133,1019,https://openalex.org/A5073253236,openalex_counts_by_year
DE240100787,Discovery Early Career Researcher Award,2024,Closed,435450,0.0,University of Technology Sydney,4006,Communications Engineering,4006; 400601,Communications Engineering; Antennas and Propagation,Dr Jianfeng Zhu,,,,,
DE240100793,Discovery Early Career Researcher Award,2024,Declined,463180,,,3101,Biochemistry and Cell Biology,3101; 310110; 310112; 320404,Biochemistry and Cell Biology; Receptors and Membrane Biology; Structural Biology (Incl. MacRomolecular Modelling); Cellular Immunology,Dr Zhian Chen,0000-0003-0073-2941,0000-0003-0073-2941,2409,https://openalex.org/A5038560506,openalex_counts_by_year
DE240100802,Discovery Early Career Researcher Award,2024,Active,410778,449911.0,The University of New England,3003,Animal Production,3003; 300303,Animal Production; Animal Nutrition,Dr Amy Moss,0000-0002-8647-8448,0000-0002-8647-8448,1644,https://openalex.org/A5004440439,openalex_counts_by_year
DE240100810,Discovery Early Career Researcher Award,2024,Active,397072,433740.0,The University of Queensland,4016,Materials Engineering,4016; 401605; 401807,Materials Engineering; Functional Materials; Nanomaterials,Dr MU XIAO,0000-0003-2132-340X,0000-0003-2132-340X,5050,https://openalex.org/A5028493558,openalex_counts_by_year
